"sample_id","Actinomycetaceae","Aerococcus","Aeromonas","Akkermansia","Alcaligenes faecalis et rel.","Allistipes et rel.","Anaerobiospirillum","Anaerofustis","Anaerostipes caccae et rel.","Anaerotruncus colihominis et rel.","Anaerovorax odorimutans et rel.","Aneurinibacillus","Aquabacterium","Asteroleplasma et rel.","Atopobium","Bacillus","Bacteroides fragilis et rel.","Bacteroides intestinalis et rel.","Bacteroides ovatus et rel.","Bacteroides plebeius et rel.","Bacteroides splachnicus et rel.","Bacteroides stercoris et rel.","Bacteroides uniformis et rel.","Bacteroides vulgatus et rel.","Bifidobacterium","Bilophila et rel.","Brachyspira","Bryantella formatexigens et rel.","Bulleidia moorei et rel.","Burkholderia","Butyrivibrio crossotus et rel.","Campylobacter","Catenibacterium mitsuokai et rel.","Clostridium (sensu stricto)","Clostridium cellulosi et rel.","Clostridium colinum et rel.","Clostridium difficile et rel.","Clostridium felsineum et rel.","Clostridium leptum et rel.","Clostridium nexile et rel.","Clostridium orbiscindens et rel.","Clostridium ramosum et rel.","Clostridium sphenoides et rel.","Clostridium stercorarium et rel.","Clostridium symbiosum et rel.","Clostridium thermocellum et rel.","Collinsella","Coprobacillus catenaformis et rel.","Coprococcus eutactus et rel.","Corynebacterium","Desulfovibrio et rel.","Dialister","Dorea formicigenerans et rel.","Eggerthella lenta et rel.","Enterobacter aerogenes et rel.","Enterococcus","Escherichia coli et rel.","Eubacterium biforme et rel.","Eubacterium cylindroides et rel.","Eubacterium hallii et rel.","Eubacterium limosum et rel.","Eubacterium rectale et rel.","Eubacterium siraeum et rel.","Eubacterium ventriosum et rel.","Faecalibacterium prausnitzii et rel.","Fusobacteria","Gemella","Granulicatella","Haemophilus","Helicobacter","Klebisiella pneumoniae et rel.","Lachnobacillus bovis et rel.","Lachnospira pectinoschiza et rel.","Lactobacillus catenaformis et rel.","Lactobacillus gasseri et rel.","Lactobacillus plantarum et rel.","Lactobacillus salivarius et rel.","Lactococcus","Leminorella","Megamonas hypermegale et rel.","Megasphaera elsdenii et rel.","Methylobacterium","Micrococcaceae","Mitsuokella multiacida et rel.","Moraxellaceae","Novosphingobium","Oceanospirillum","Oscillospira guillermondii et rel.","Outgrouping clostridium cluster XIVa","Oxalobacter formigenes et rel.","Papillibacter cinnamivorans et rel.","Parabacteroides distasonis et rel.","Peptococcus niger et rel.","Peptostreptococcus anaerobius et rel.","Peptostreptococcus micros et rel.","Phascolarctobacterium faecium et rel.","Prevotella melaninogenica et rel.","Prevotella oralis et rel.","Prevotella ruminicola et rel.","Prevotella tannerae et rel.","Propionibacterium","Proteus et rel.","Pseudomonas","Roseburia intestinalis et rel.","Ruminococcus bromii et rel.","Ruminococcus callidus et rel.","Ruminococcus gnavus et rel.","Ruminococcus lactaris et rel.","Ruminococcus obeum et rel.","Serratia","Sporobacter termitidis et rel.","Staphylococcus","Streptococcus bovis et rel.","Streptococcus intermedius et rel.","Streptococcus mitis et rel.","Subdoligranulum variable at rel.","Sutterella wadsworthia et rel.","Tannerella et rel.","Uncultured Bacteroidetes","Uncultured Chroococcales","Uncultured Clostridiales I","Uncultured Clostridiales II","Uncultured Mollicutes","Uncultured Selenomonadaceae","Veillonella","Vibrio","Weissella et rel.","Wissella et rel.","Xanthomonadaceae","Yersinia et rel."
"Sample-445",1,0,0,3,2,109,0,0,96,14,10,0,0,0,1,2,104,4,187,17,28,64,25,2210,26,2,1,66,3,0,48,6,1,24,60,11,19,0,61,14,167,3,31,5,125,0,5,3,30,2,3,278,38,4,7,5,13,4,3,11,2,19,4,12,500,6,0,0,1,3,5,18,45,1,9,13,1,2,1,1,4,0,0,2,1,0,3,1156,18,2,28,42,3,0,3,6,15,9,1,74,2,6,1,13,39,91,10,21,80,1,748,1,14,3,7,103,7,73,2,0,25,31,11,1,8,2,2,0,1,3
"Sample-446",0,0,0,55,2,174,0,0,90,13,17,0,1,0,0,1,68,14,66,9,45,5,14,539,50,2,0,31,3,0,93,4,1,16,268,44,14,0,313,59,163,3,146,9,193,0,19,5,47,1,3,104,84,5,6,4,9,3,2,35,1,11,3,137,748,6,0,0,0,2,3,19,48,0,8,11,1,1,0,1,3,0,0,1,0,0,3,1356,27,51,20,61,2,0,3,6,13,5,1,24,1,5,0,7,36,40,31,26,280,0,472,0,10,2,5,149,45,49,0,0,23,66,9,0,2,2,1,0,1,2
"Sample-447",0,0,0,21,12,45,0,0,24,108,14,0,0,0,0,1,23,2,22,24,38,10,18,204,27,1,4,78,2,0,164,4,0,17,316,21,12,0,59,25,90,3,74,5,157,0,6,4,65,1,9,15,66,4,7,4,8,9,2,16,1,27,7,45,529,5,0,0,0,2,4,38,53,0,7,11,1,1,0,1,4,0,0,46,0,0,2,855,56,21,26,39,5,0,2,19,8910,1326,1,13,1,4,0,23,29,90,17,6,138,0,357,0,11,2,5,146,29,21,2,0,139,194,13,0,2,2,1,0,1,2
"Sample-448",0,0,0,49,2,404,0,0,164,13,10,0,3,0,0,1,87,9,68,56,60,17,46,1989,38,1,0,239,2,2,225,4,0,19,152,24,12,0,38,37,117,2,160,6,189,0,4,4,63,1,3,200,112,4,11,4,8,4,2,28,1,54,3,22,1725,5,0,0,0,2,5,232,505,0,7,11,1,1,0,1,4,0,0,1,0,0,3,540,70,12,56,128,2,0,2,6,14961,1839,3,74,1,4,0,71,9,107,19,39,152,0,305,0,20,3,12,189,72,73,3,0,364,94,28,1,3,3,1,0,2,2
"Sample-449",1,0,0,17,3,223,0,0,65,55,14,0,0,0,1,2,25,3,43,32,33,12,12,574,40,2,1,108,4,1,164,7,1,31,113,10,20,0,64,41,195,4,80,10,174,0,5,5,43,2,4,71,85,6,11,6,12,14,4,27,2,34,6,16,1745,7,0,0,1,4,7,48,68,1,11,15,2,2,0,2,5,0,0,2,1,0,3,1147,32,20,94,90,4,0,4,26,5193,734,1,16,2,6,1,20,20,92,24,21,132,0,518,1,19,3,8,305,45,56,6,0,413,511,51,0,7,3,2,0,2,3
"Sample-450",1,0,0,90,3,641,0,0,137,82,23,0,0,0,1,2,130,12,127,88,63,45,164,333,191,4,1,45,3,1,100,7,1,26,759,14,18,0,202,61,232,5,48,38,127,0,8,6,73,2,6,8,88,6,10,6,13,11,4,36,2,47,10,65,304,8,0,0,1,4,7,32,74,1,12,17,2,2,1,2,5,0,0,2,1,0,4,2831,39,8,107,65,7,0,4,7,69,15,2,18,2,7,1,14,82,64,20,6,317,0,590,1,21,4,8,438,137,79,7,3,480,248,68,0,3,4,2,0,1,3
"Sample-451",0,0,0,18,2,262,0,0,35,10,7,0,0,0,0,1,60,8,87,90,38,16,113,2039,41,2,0,329,2,1,286,5,1,19,131,18,12,0,30,30,82,3,92,7,189,0,6,4,61,1,3,128,75,4,12,4,9,6,3,25,1,108,3,111,1886,6,0,0,0,3,5,64,76,1,8,12,1,1,0,1,4,0,0,1,1,0,2,440,49,3,25,156,2,0,3,5,58,13,1,54,2,5,0,30,6,32,13,17,107,0,74,1,10,2,5,232,64,81,2,21,69,33,10,0,2,2,1,0,2,2
"Sample-452",1,0,0,19,2,250,0,0,46,19,10,0,0,0,0,1,426,4,70,25,52,13,95,3712,33,4,0,355,3,2,81,5,1,20,46,58,12,0,42,25,142,3,111,5,766,0,6,5,73,1,3,270,175,4,18,4,11,6,3,18,1,32,2,32,795,6,0,0,0,3,6,25,37,0,8,12,1,1,0,1,4,0,0,1,1,0,28,376,68,5,28,357,2,0,3,5,14,10,1,65,2,5,1,17,20,60,20,21,149,0,75,1,14,3,7,663,20,63,4,0,26,23,10,1,4,3,1,0,3,2
"Sample-453",1,0,0,21,3,446,0,1,92,118,22,0,0,0,1,3,73,3,47,98,52,26,229,315,696,3,1,122,4,1,103,7,2,35,980,12,31,0,105,37,169,5,69,20,164,0,15,8,125,2,15,10,104,7,10,7,14,19,5,53,3,32,10,54,575,9,0,0,1,4,6,33,99,2,13,18,2,2,1,2,6,0,0,2,1,0,3,960,50,5,42,51,6,0,5,45,79,14,2,17,3,8,1,19,56,143,32,29,352,0,373,1,28,4,9,533,56,59,2,0,655,372,72,0,4,4,2,0,1,4
"Sample-454",0,0,0,106,3,615,0,0,134,32,13,0,2,0,0,1,368,17,147,283,66,37,151,3666,50,1,0,318,2,4,2008,4,0,22,50,55,25,0,26,69,223,3,348,5,592,0,4,4,189,1,5,7,179,4,36,4,9,5,2,33,1,127,17,71,1093,5,0,0,0,2,13,100,306,0,8,12,3,1,0,1,5,0,0,1,0,0,114,2501,122,61,95,118,4,0,2,4,228,36,2,126,2,5,1,48,72,60,68,48,345,0,290,1,33,4,21,205,163,136,3,0,423,582,73,0,5,4,1,0,6,2
"Sample-455",0,0,0,130,3,618,0,0,55,44,15,0,0,0,0,1,135,10,241,65,44,51,178,1053,97,2,0,65,2,1,166,4,0,26,565,9,18,0,122,69,413,3,183,8,505,0,4,5,587,1,3,69,218,4,8,4,16,9,3,28,1,51,14,187,931,5,0,0,0,2,4,46,161,0,10,11,1,1,5,1,3,0,0,1,0,0,3,1423,111,41,38,65,11,0,2,4,43,17,2,61,1,5,0,19,110,117,90,8,489,0,547,0,28,3,13,554,51,120,5,1,664,61,10,0,3,4,1,0,1,2
"Sample-456",1,0,0,7,2,84,0,0,56,13,9,0,0,0,0,1,170,4,105,33,36,29,171,1664,55,1,1,106,2,0,48,5,1,18,114,12,13,0,30,49,68,3,122,5,244,0,5,5,43,1,3,89,87,4,8,4,13,5,3,18,1,34,2,84,957,6,0,0,2,3,5,25,45,0,8,12,1,1,0,1,4,0,0,1,1,0,2,430,48,2,28,92,4,0,3,12,19,11,1,60,2,5,1,54,4,52,25,4,144,3,112,1,29,4,14,192,81,49,2,0,26,24,10,0,17,2,1,0,1,2
"Sample-457",0,0,0,18,2,68,0,0,64,9,6,0,0,0,0,1,51,2,54,58,22,19,57,1178,79,1,0,120,2,0,196,4,0,31,40,7,21,0,74,52,45,3,75,12,267,0,9,4,62,1,2,3,100,4,6,4,13,12,2,19,1,95,2,97,1583,5,0,0,2,2,3,57,89,0,7,11,4,1,0,1,4,0,0,1,0,0,2,51,67,6,51,33,2,0,2,6,38,10,2,42,1,4,0,101,39,57,36,13,117,4,68,0,25,3,12,214,11,27,2,0,19,21,8,0,63,2,1,0,0,2
"Sample-458",0,0,0,3,1,165,0,0,36,15,8,0,0,0,0,1,52,8,38,12,44,7,16,29,25,1,0,191,2,0,81,4,0,16,30,5,11,0,29,27,163,3,158,5,555,0,8,2,13,1,2,146,99,3,5,3,7,2,2,12,1,12,2,8,126,4,0,0,0,2,3,59,44,0,6,9,1,1,0,1,3,0,0,1,0,0,3,278,16,1,11,239,2,0,2,4,54,7,1,4,1,4,0,7,6,49,22,3,136,0,66,0,11,2,5,110,23,33,0,1,28,16,8,0,2,2,1,0,0,1
"Sample-459",0,0,0,24,3,237,0,0,26,38,14,0,0,0,0,1,39,4,59,22,24,21,49,359,51,1,0,181,2,0,320,4,0,19,812,8,19,0,64,65,118,3,42,9,179,0,5,3,53,1,3,60,60,4,6,4,11,5,2,14,1,21,4,37,473,5,0,0,0,2,3,61,50,0,7,11,1,1,0,1,3,0,0,1,0,0,2,593,28,39,43,74,4,0,2,9,235,10,3,18,1,5,1,16,12,33,13,25,151,0,226,0,12,2,5,295,50,50,1,1,433,71,71,0,3,2,1,0,0,2
"Sample-460",0,0,0,29,7,168,0,0,155,28,12,0,0,0,1,1,63,5,52,39,34,18,32,1199,38,2,0,133,2,0,422,5,1,18,57,16,13,0,31,29,116,3,100,7,226,0,8,4,51,1,3,8,89,7,7,4,10,7,3,32,1,32,6,23,538,5,0,0,0,3,4,132,87,0,8,11,1,1,0,1,3,0,0,1,0,0,3,670,71,32,82,111,3,0,3,27,125,9,3,41,2,5,0,27,22,45,24,14,135,0,263,1,26,3,15,116,24,45,12,2,114,73,19,0,3,2,1,0,1,2
"Sample-461",0,0,0,78,3,325,0,0,149,58,14,0,2,0,0,1,128,3,58,28,60,10,62,2290,45,1,0,215,2,1,512,4,1,20,438,101,18,0,39,85,214,3,355,9,565,0,4,3,177,1,3,104,176,4,7,4,8,8,2,25,2,148,9,61,2716,6,0,0,0,2,4,666,295,0,9,12,1,1,1,1,3,0,0,1,0,0,13,2651,110,22,45,81,3,0,2,4,9843,1107,2,113,1,5,0,68,151,95,37,204,240,0,356,1,25,4,16,380,65,44,3,10,165,400,15,0,8,4,2,1,1,2
"Sample-462",0,0,0,18,1,21,0,0,18,9,6,0,0,0,0,1,15,1,13,7,16,9,2,56,27,1,0,26,1,1,119,4,0,17,256,8,11,0,29,15,41,2,33,4,102,0,3,2,21,1,2,3,36,3,10,3,8,4,2,6,1,17,4,46,352,4,0,0,0,2,5,101,31,0,6,9,2,1,0,1,3,0,0,1,0,0,1,371,22,7,16,17,2,0,2,8,8243,1019,1,7,1,4,0,14,14,21,9,6,62,0,72,0,26,2,12,91,41,10,0,0,47,41,21,0,4,2,1,0,2,1
"Sample-463",1,0,0,82,9,191,0,0,35,43,17,0,0,0,0,1,84,2,43,50,49,17,45,285,20,2,0,30,2,0,114,5,0,22,252,7,14,0,207,14,231,3,35,5,125,0,6,3,21,1,5,4,39,6,7,5,51,4,3,8,1,22,7,25,182,6,0,0,1,3,10,23,37,0,8,12,2,1,0,1,3,0,0,1,0,0,7,677,18,67,54,98,4,0,3,12,94,67,2,25,1,5,1,10,51,21,12,3,80,7,936,1,12,2,5,233,18,62,5,0,296,488,79,0,4,3,1,0,1,2
"Sample-464",0,0,0,65,2,356,0,0,26,20,12,0,1,0,0,1,47,2,60,31,58,23,48,893,36,1,0,42,2,2,286,4,0,19,341,34,10,0,34,21,91,2,52,5,136,0,4,3,64,1,3,39,46,3,16,4,8,7,2,7,1,14,10,23,324,5,0,0,0,2,6,64,41,0,7,10,1,1,0,1,3,0,0,1,0,0,11,1000,34,33,16,57,2,0,2,8,184,10,2,46,1,4,0,16,21,26,12,13,96,0,207,0,9,2,5,95,112,44,1,0,49,192,27,0,2,3,1,0,3,2
"Sample-465",0,0,0,151,20,455,0,0,52,47,13,0,1,0,1,1,61,18,67,51,46,11,45,2202,51,4,0,152,2,0,840,5,4,18,94,47,25,0,66,43,112,3,138,5,509,0,5,3,35,1,3,3,89,4,6,4,10,9,2,29,1,60,13,32,848,5,0,0,0,3,4,199,204,0,8,12,3,1,0,1,3,0,0,1,0,0,14,910,45,81,79,93,5,0,3,8,24,12,1,68,2,5,0,28,64,186,14,33,98,0,178,0,15,2,7,372,50,48,6,0,537,106,35,0,3,3,2,0,1,2
"Sample-466",0,0,0,17,3,438,0,0,33,27,9,0,0,0,0,1,46,2,27,33,24,8,37,263,85,2,0,74,2,0,80,4,6,16,121,14,11,0,83,25,112,2,42,10,88,0,7,2,66,1,2,8,63,4,7,5,8,4,2,40,1,18,3,20,1465,4,0,0,0,2,4,41,38,0,7,10,1,1,1,1,52,0,0,1,0,0,1,585,21,15,46,56,1,0,2,37,13,5,1,11,1,4,0,9,70,66,19,5,169,0,326,0,16,3,31,707,20,31,3,1,119,268,8,0,3,2,1,0,0,2
"Sample-467",0,0,0,24,1,91,0,0,45,8,5,0,0,0,0,1,61,4,46,68,25,15,24,780,20,1,0,147,2,2,182,3,0,15,53,6,9,0,22,19,51,2,188,4,441,0,3,4,55,1,3,4,73,3,17,8,7,6,2,21,1,79,2,36,439,4,0,0,0,2,7,57,45,0,6,9,1,1,0,1,21,0,0,1,0,0,2,135,25,4,38,58,1,0,2,23,10466,1506,2,23,1,4,0,26,21,23,16,12,112,0,44,0,11,2,21,273,89,25,10,1,24,19,7,0,1,2,1,0,3,1
"Sample-468",0,0,0,11,2,275,0,0,64,30,9,0,1,0,0,1,224,14,233,71,42,20,208,1154,28,4,0,213,2,0,62,4,0,20,146,21,12,0,59,38,148,3,94,9,425,0,8,4,32,1,3,3,133,4,6,4,9,4,2,18,1,40,2,76,1101,5,0,0,0,2,3,17,69,0,8,11,1,1,0,1,3,0,0,1,0,0,2,447,43,4,57,97,2,0,2,81,8235,1192,2,33,2,5,0,14,54,89,27,5,113,0,125,0,14,2,5,65,44,46,1,0,166,43,22,0,2,2,1,0,0,2
"Sample-469",0,0,0,67,5,813,0,0,142,104,14,0,0,0,0,1,394,9,127,131,44,33,415,4485,123,1,0,330,2,0,147,4,0,16,142,22,17,0,134,76,229,3,138,17,356,0,5,6,214,1,2,10,154,3,7,4,9,6,2,61,1,66,6,45,1578,4,0,0,0,2,5,75,140,0,7,11,1,1,0,1,3,0,0,15,0,0,2,1414,54,31,64,148,2,0,2,54,21,23,1,99,1,4,0,56,126,248,67,8,297,0,574,0,70,3,26,622,21,65,1,0,110,170,55,0,6,2,1,0,0,3
"Sample-470",0,0,0,25,1,72,0,0,42,7,5,0,0,0,0,1,427,5,552,36,25,24,362,2091,29,1,0,820,1,0,49,4,0,14,15,5,11,0,12,15,144,3,101,6,1301,0,2,9,52,1,2,518,486,3,5,3,12,2,3,30,1,8,1,6,22,4,0,0,0,2,3,13,22,0,6,9,1,1,0,1,3,0,0,1,0,0,1,23,22,1,17,20,1,0,2,4,26,18,1,59,1,4,0,4,2,8,32,5,204,1,38,0,32,3,19,49,6,32,0,0,16,15,7,2,10,2,1,0,0,1
"Sample-471",0,0,0,42,1,236,0,0,130,12,18,0,0,0,0,1,167,4,144,79,59,29,477,1796,43,1,0,124,3,0,81,4,1,15,286,18,16,0,157,147,199,7,543,8,1322,0,5,24,616,1,2,4,337,4,7,3,10,7,3,82,1,72,2,63,277,4,0,0,0,2,3,20,104,0,7,10,1,1,0,1,3,0,0,1,0,0,1,247,164,12,32,113,2,0,2,5,24,22,1,44,1,4,0,39,261,16,145,11,677,0,97,0,14,2,6,1374,79,57,1,0,20,31,8,0,2,2,1,0,0,2
"Sample-472",0,0,0,162,2,722,0,0,167,10,9,0,0,0,0,1,112,11,65,76,31,20,200,2898,187,2,0,258,2,0,59,4,0,15,119,56,11,0,39,38,115,3,46,13,215,0,4,8,177,1,2,3,81,3,6,3,12,3,2,27,1,20,2,80,1332,4,0,0,0,2,4,24,57,0,7,10,1,1,0,1,3,0,0,1,0,0,2,573,27,5,91,105,1,0,2,73,76,21,2,88,1,4,0,30,52,160,9,82,354,0,81,0,11,2,6,406,24,68,8,1,20,49,8,0,3,2,1,0,0,2
"Sample-473",0,0,0,34,4,857,0,0,77,157,12,0,1,0,0,1,140,54,134,102,102,31,267,1075,51,1,1,196,2,1,122,4,0,21,92,15,26,0,51,57,129,3,111,7,276,0,4,5,164,1,2,77,99,4,27,4,117,5,2,24,1,39,11,64,680,5,0,0,1,2,24,175,172,0,7,10,1,1,0,1,3,0,0,17,0,0,3,1345,49,23,66,120,4,0,2,25,1443,702,2,96,1,4,0,23,53,69,26,56,131,2,479,0,14,2,9,223,33,84,9,0,1037,471,93,0,5,3,2,0,1,3
"Sample-474",0,0,0,19,2,454,0,0,154,92,12,0,0,0,0,1,147,3,69,48,43,20,68,1176,22,1,0,102,2,1,104,4,0,18,206,54,13,0,45,18,130,3,97,3,427,0,5,8,145,1,4,3,99,4,26,3,8,7,2,14,1,20,2,38,523,4,0,0,0,2,6,75,145,0,6,10,1,1,0,1,3,0,0,1,0,0,1,2298,56,6,41,121,2,0,2,8,8911,1050,2,33,1,4,0,10,25,86,20,30,173,0,317,0,14,2,7,267,51,39,11,0,189,154,8,0,2,2,1,0,2,2
"Sample-475",0,0,0,187,4,483,0,0,41,25,11,0,0,0,0,1,251,36,87,88,92,23,395,2230,45,1,0,165,2,8,249,4,0,16,251,72,10,0,33,41,141,3,233,5,664,0,4,5,79,1,3,4,140,4,55,4,19,6,2,18,1,69,15,55,1489,5,0,0,0,2,17,40,167,0,7,11,1,1,2,25,4,0,0,1,0,0,2,1234,62,25,52,202,2,0,2,5,57,33,2,61,1,4,1,43,53,39,37,36,188,0,126,0,11,2,5,237,297,65,5,1,37,129,10,0,2,4,1,0,9,3
"Sample-476",0,0,0,23,8,171,0,0,23,12,8,0,0,0,0,1,97,4,121,60,28,16,72,1426,15,1,3,150,2,0,62,4,0,14,348,23,9,0,31,32,62,2,96,3,264,0,3,5,41,1,2,16,104,3,95,3,766,7,2,12,1,36,2,11,284,4,0,0,0,2,116,33,25,0,6,9,1,1,0,1,3,0,0,1,0,0,2,474,41,26,31,19,2,0,2,43,262,133,2,428,1,5,0,20,19,13,14,44,121,9,70,0,9,2,4,57,13,36,34,0,17,17,7,0,3,2,1,0,1,11
"Sample-477",0,0,0,13,2,560,0,0,49,57,11,0,0,0,0,1,647,30,117,96,78,28,310,3444,21,1,0,316,2,0,183,4,0,16,45,95,11,0,29,36,100,2,159,5,337,0,3,4,44,1,4,178,88,3,6,4,11,10,2,23,1,73,10,10,728,5,0,0,0,2,4,32,220,0,7,10,1,1,0,1,4,0,0,1,0,0,2,1733,51,6,34,181,3,0,2,4,3179,501,1,72,1,4,1,37,51,124,22,4,141,0,284,0,21,3,12,164,29,73,2,0,112,200,23,1,4,2,1,0,0,2
"Sample-478",0,0,0,36,2,1017,0,0,106,30,24,0,0,0,0,1,97,8,41,55,79,44,35,715,61,4,0,319,4,3,163,4,1,15,605,137,13,0,63,41,472,9,445,7,632,0,7,43,84,1,5,3,290,10,66,46,106,5,2,33,1,93,5,109,598,5,0,0,0,2,61,43,249,0,7,10,1,2,0,1,3,0,0,2,0,0,21,2741,197,9,57,65,5,0,2,32,106,135,1,57,1,4,0,26,197,78,40,5,322,6,402,0,20,2,10,1049,86,93,9,1,43,80,8,0,2,3,1,0,4,6
"Sample-479",0,0,0,14,1,48,0,0,12,35,14,0,0,0,0,1,15,1,14,10,20,6,5,84,16,1,1,33,2,0,100,3,1,18,301,9,17,0,59,27,114,2,41,2,65,0,3,2,81,1,10,14,46,3,6,3,7,6,2,12,1,13,3,7,514,4,0,0,0,2,4,27,33,0,6,9,1,1,1,1,55,0,0,305,0,0,1,990,19,9,20,25,3,0,2,24,9306,1430,1,15,1,4,0,6,7,28,7,4,142,0,263,0,10,2,29,112,21,19,1,0,269,429,52,0,2,2,1,0,1,1
"Sample-480",0,0,0,79,2,527,0,0,209,159,27,0,0,0,0,1,280,29,87,28,68,7,29,1499,42,1,0,89,2,0,184,4,0,15,503,91,10,0,94,95,397,2,62,8,218,0,6,3,122,1,5,248,104,4,6,3,59,5,2,22,1,40,14,84,370,4,0,0,0,2,3,101,75,0,7,15,1,1,1,1,42,0,0,2,0,0,2,3620,69,77,105,157,5,0,2,4,88,11,1,37,1,4,0,16,52,66,13,11,220,0,1232,0,15,2,27,1042,27,55,2,6,404,341,69,1,4,3,2,0,0,2
"Sample-481",0,0,0,22,2,307,0,0,76,36,16,0,0,0,0,1,179,9,97,45,69,26,157,750,55,1,0,154,2,0,134,4,11,14,228,66,13,0,75,27,150,2,214,12,380,0,6,3,191,1,2,11,138,5,6,3,8,14,2,20,1,32,10,106,1399,4,0,0,0,2,3,42,126,0,7,11,1,1,0,1,5,0,0,1,0,0,22,691,108,39,30,360,4,0,2,4,6156,846,1,34,1,4,1,16,44,243,31,25,261,0,535,0,14,2,9,370,245,94,3,0,600,218,20,0,4,2,1,0,0,2
"Sample-482",0,0,0,34,2,589,0,0,216,19,10,0,0,0,0,1,93,3,94,34,33,30,39,1298,95,2,0,297,2,0,313,4,0,21,328,16,23,0,75,55,83,3,108,8,526,0,4,3,102,1,2,3,83,3,6,4,9,6,2,24,1,61,8,34,2006,5,0,0,0,2,3,387,200,0,7,10,1,1,2,1,3,0,0,1,0,0,48,622,55,9,33,410,2,0,2,51,19,9,1,43,1,4,0,27,83,71,17,25,155,0,156,0,20,2,9,293,36,77,4,0,452,302,110,0,5,2,1,0,0,2
"Sample-483",0,0,0,114,7,313,0,0,114,46,10,0,0,0,0,1,45,2,43,23,31,23,17,1357,39,1,0,72,2,1,840,4,0,18,66,18,14,0,72,67,189,2,84,7,169,0,4,3,123,1,3,4,72,4,8,3,7,6,2,20,1,43,12,34,897,4,0,0,0,2,4,350,98,0,6,10,1,1,0,1,7,0,0,40,0,0,5,2101,48,65,40,72,3,0,2,12,21,9,1,42,1,4,0,62,100,42,18,5,123,0,732,0,31,3,26,299,46,46,2,22,712,223,103,0,4,3,1,0,2,1
"Sample-484",0,0,0,34,2,141,0,0,31,63,24,0,0,0,0,1,496,3,24,21,38,122,159,589,34,1,0,40,2,1,52,3,0,14,621,18,11,0,169,21,282,3,52,3,206,0,2,8,48,1,2,2,81,3,9,3,16,3,4,7,1,16,2,10,45,4,0,0,0,2,4,10,34,0,6,9,1,1,1,1,2,0,0,1,0,0,2,2387,40,69,8,218,3,0,2,5,11,5,1,16,1,4,0,6,176,32,25,3,110,0,847,0,9,2,5,83,22,28,1,0,203,61,204,0,1,2,1,0,2,1
"Sample-485",0,0,0,65,2,516,0,0,139,219,16,0,1,0,0,1,260,2,103,44,43,11,88,799,123,1,0,105,2,3,148,4,0,16,1021,44,13,0,111,42,186,3,185,6,333,0,5,4,69,1,2,3,130,4,66,3,9,23,2,30,1,41,3,106,1276,4,0,0,0,2,22,53,172,0,7,11,1,1,0,1,4,0,0,1,0,0,8,2349,64,15,36,170,5,0,2,7,114,38,1,23,1,4,0,10,108,130,62,51,195,0,337,0,25,3,14,125,154,46,1,0,566,169,180,0,2,3,1,0,5,2
"Sample-486",0,0,0,10,2,250,0,0,208,75,12,0,0,0,0,1,79,3,43,45,29,14,58,1278,39,1,0,115,2,1,81,4,0,21,182,24,14,0,30,29,131,3,103,5,236,0,5,6,103,1,4,6,119,3,10,4,8,4,2,22,1,66,6,22,891,5,0,0,0,2,5,51,115,0,7,11,1,1,0,1,5,0,0,1,0,0,4,886,49,7,60,127,2,0,2,5,8782,1168,2,41,1,4,0,24,24,56,84,6,155,0,207,0,12,2,6,142,22,37,14,0,36,60,32,0,3,2,1,0,1,2
"Sample-487",0,0,0,50,5,393,0,0,248,28,28,0,0,0,0,1,183,2,102,24,52,13,99,535,177,1,0,113,3,0,280,4,1,16,276,25,12,0,174,133,442,4,83,20,372,0,14,8,202,1,11,10,271,5,8,3,8,5,2,83,1,49,11,56,755,5,0,0,0,2,4,157,63,0,7,10,1,1,0,1,7,0,0,1,0,0,2,1627,47,21,122,157,23,0,2,8,1526,184,1,33,1,4,1,33,86,93,50,73,471,0,485,0,14,2,7,664,11,62,5,2,1482,929,15,0,3,3,1,0,1,2
"Sample-488",0,0,0,70,2,673,0,0,36,73,15,0,0,0,0,1,144,3,72,216,48,19,26,1118,77,1,0,155,2,2,190,4,1,16,999,7,14,0,154,62,222,3,112,14,359,0,7,9,212,1,28,10,216,5,12,3,10,4,2,36,1,45,6,76,668,4,0,0,0,2,5,35,91,0,7,11,7,1,0,1,3,0,0,1,0,0,1,1510,65,16,84,68,3,0,2,10,2925,579,1,35,1,4,0,39,218,56,34,171,351,1,306,0,10,2,4,659,49,69,51,0,22,97,8,0,1,2,1,0,2,2
"Sample-489",0,0,0,39,2,448,0,0,65,10,9,0,0,0,0,1,184,11,128,155,46,18,92,762,38,2,0,294,2,1,378,3,0,14,54,9,13,0,39,37,184,3,114,4,390,0,5,7,29,1,5,2,216,3,6,3,13,3,2,53,1,179,5,140,272,4,0,0,0,2,3,125,219,0,6,9,1,1,1,1,44,0,0,1,0,0,2,660,53,36,45,113,1,0,2,27,11023,1401,2,83,1,4,0,40,43,22,20,20,104,0,168,0,11,2,26,62,117,68,3,1,18,23,8,0,2,2,1,0,1,1
